date,customer_id,amount,category
2026-07-30,CUST0007,211.11,Trousers
2026-07-30,CUST0131,315.87,Saree
2026-07-30,CUST0098,216.09,Shirts
2026-07-30,CUST0099,242.78,Kurta
2026-07-30,CUST0064,240.09,Saree
2026-07-30,CUST0123,249.37,Shirts
2026-07-30,CUST0066,311.97,Ethnic Wear
2026-07-30,CUST0001,262.99,Saree
2026-07-30,CUST0070,231.8,Kurta
2026-07-31,CUST0091,234.8,Trousers
2026-07-31,CUST0060,273.08,Kids Wear
2026-07-31,CUST0144,323.71,Kids Wear
2026-07-31,CUST0108,213.47,Kids Wear
2026-07-31,CUST0123,381.84,Saree
2026-07-31,CUST0071,272.0,Shirts
2026-07-31,CUST0140,336.01,Shirts
2026-07-31,CUST0004,277.18,Kids Wear
2026-07-31,CUST0071,199.44,Shirts
2026-07-31,CUST0078,257.04,Ethnic Wear
2026-07-31,CUST0037,218.84,Kurta
2026-07-31,CUST0090,207.96,Kurta
2026-07-31,CUST0053,236.93,Shirts
2026-08-01,CUST0036,218.73,Ethnic Wear
2026-08-01,CUST0035,213.4,Ethnic Wear
2026-08-01,CUST0120,220.19,Ethnic Wear
2026-08-01,CUST0150,327.02,Kurta
2026-08-01,CUST0110,222.82,Kurta
2026-08-01,CUST0018,249.07,Ethnic Wear
2026-08-01,CUST0066,200.04,Saree
2026-08-01,CUST0025,282.74,Kids Wear
2026-08-01,CUST0061,200.43,Trousers
2026-08-01,CUST0162,377.36,Kids Wear
2026-08-01,CUST0054,213.11,Ethnic Wear
2026-08-01,CUST0066,230.24,Saree
2026-08-01,CUST0120,209.07,Saree
2026-08-01,CUST0107,248.47,Trousers
2026-08-01,CUST0071,258.15,Shirts
2026-08-01,CUST0138,307.37,Shirts
2026-08-02,CUST0129,342.82,Saree
2026-08-02,CUST0129,333.63,Kurta
2026-08-02,CUST0154,346.99,Saree
2026-08-02,CUST0146,282.94,Kids Wear
2026-08-02,CUST0042,253.88,Ethnic Wear
2026-08-02,CUST0050,210.56,Trousers
2026-08-02,CUST0049,220.58,Kurta
2026-08-02,CUST0090,247.52,Trousers
2026-08-02,CUST0071,212.31,Ethnic Wear
2026-08-02,CUST0062,229.03,Trousers
2026-08-02,CUST0020,233.74,Kurta
2026-08-02,CUST0085,241.76,Kurta
2026-08-02,CUST0076,214.23,Saree
2026-08-02,CUST0093,236.21,Trousers
2026-08-02,CUST0148,213.04,Shirts
2026-08-03,CUST0159,379.1,Kurta
2026-08-03,CUST0020,193.46,Shirts
2026-08-03,CUST0112,250.96,Saree
2026-08-03,CUST0093,212.39,Shirts
2026-08-03,CUST0117,241.49,Kurta
2026-08-03,CUST0057,236.2,Shirts
2026-08-03,CUST0013,194.31,Ethnic Wear
2026-08-03,CUST0076,189.88,Trousers
2026-08-03,CUST0020,249.26,Kurta
2026-08-03,CUST0102,218.43,Ethnic Wear
2026-08-03,CUST0050,248.58,Kids Wear
2026-08-03,CUST0126,254.83,Shirts
2026-08-03,CUST0117,193.26,Ethnic Wear
2026-08-03,CUST0096,253.78,Kurta
2026-08-03,CUST0053,237.48,Shirts
2026-08-03,CUST0005,215.92,Shirts
2026-08-04,CUST0112,220.58,Kurta
2026-08-04,CUST0037,248.25,Kids Wear
2026-08-04,CUST0081,206.76,Saree
2026-08-04,CUST0080,255.89,Shirts
2026-08-04,CUST0114,260.16,Ethnic Wear
2026-08-04,CUST0128,337.28,Trousers
2026-08-04,CUST0069,213.49,Kurta
2026-08-04,CUST0110,236.18,Saree
2026-08-04,CUST0011,218.7,Ethnic Wear
2026-08-04,CUST0089,204.72,Kurta
2026-08-04,CUST0034,233.35,Trousers
2026-08-04,CUST0041,225.39,Saree
2026-08-04,CUST0013,173.21,Ethnic Wear
2026-08-04,CUST0096,271.04,Shirts
2026-08-04,CUST0091,215.08,Ethnic Wear
2026-08-04,CUST0150,308.09,Ethnic Wear
2026-08-05,CUST0160,314.8,Kids Wear
2026-08-05,CUST0151,263.67,Shirts
2026-08-05,CUST0116,229.92,Shirts
2026-08-05,CUST0064,222.81,Kids Wear
2026-08-05,CUST0080,224.7,Saree
2026-08-05,CUST0079,243.44,Ethnic Wear
2026-08-05,CUST0136,357.8,Shirts
2026-08-05,CUST0022,249.43,Saree
2026-08-05,CUST0088,264.19,Ethnic Wear
2026-08-05,CUST0068,231.11,Kurta
2026-08-05,CUST0056,237.16,Shirts
2026-08-05,CUST0038,219.9,Kurta
2026-08-05,CUST0022,241.36,Trousers
2026-08-05,CUST0042,244.28,Ethnic Wear
2026-08-05,CUST0138,385.25,Kurta
2026-08-06,CUST0132,324.75,Kids Wear
2026-08-06,CUST0055,224.8,Saree
2026-08-06,CUST0039,265.03,Saree
2026-08-06,CUST0045,226.85,Kids Wear
2026-08-06,CUST0021,256.78,Shirts
2026-08-06,CUST0103,242.24,Kurta
2026-08-06,CUST0086,224.48,Shirts
2026-08-06,CUST0033,244.86,Kurta
2026-08-06,CUST0030,224.19,Kurta
2026-08-06,CUST0135,317.46,Kids Wear
2026-08-06,CUST0157,297.19,Trousers
2026-08-06,CUST0037,286.89,Saree
2026-08-07,CUST0036,229.52,Shirts
2026-08-07,CUST0096,179.72,Kids Wear
2026-08-07,CUST0111,255.74,Saree
2026-08-07,CUST0038,276.91,Shirts
2026-08-07,CUST0117,240.89,Saree
2026-08-07,CUST0107,243.17,Saree
2026-08-07,CUST0074,226.21,Kurta
2026-08-07,CUST0014,188.23,Trousers
2026-08-07,CUST0050,209.8,Ethnic Wear
2026-08-07,CUST0109,184.05,Trousers
2026-08-07,CUST0038,235.46,Kids Wear
2026-08-08,CUST0101,213.75,Kurta
2026-08-08,CUST0083,223.52,Shirts
2026-08-08,CUST0013,241.21,Kids Wear
2026-08-08,CUST0108,239.55,Shirts
2026-08-08,CUST0099,291.77,Saree
2026-08-08,CUST0087,250.82,Ethnic Wear
2026-08-08,CUST0025,224.62,Saree
2026-08-08,CUST0046,243.46,Trousers
2026-08-08,CUST0030,263.59,Saree
2026-08-08,CUST0037,198.04,Ethnic Wear
2026-08-08,CUST0107,254.27,Kids Wear
2026-08-08,CUST0161,335.89,Trousers
2026-08-09,CUST0117,260.94,Trousers
2026-08-09,CUST0047,243.34,Kurta
2026-08-09,CUST0022,222.25,Trousers
2026-08-09,CUST0112,223.89,Trousers
2026-08-09,CUST0160,269.09,Kids Wear
2026-08-09,CUST0101,246.97,Kurta
2026-08-09,CUST0023,223.06,Trousers
2026-08-09,CUST0015,244.43,Kurta
2026-08-09,CUST0042,236.79,Saree
2026-08-09,CUST0012,213.6,Kids Wear
2026-08-09,CUST0047,255.76,Saree
2026-08-09,CUST0135,306.19,Shirts
2026-08-09,CUST0104,210.53,Trousers
2026-08-09,CUST0106,228.25,Kids Wear
2026-08-09,CUST0155,337.93,Ethnic Wear
2026-08-09,CUST0151,370.14,Shirts
2026-08-10,CUST0154,332.9,Trousers
2026-08-10,CUST0129,295.63,Kurta
2026-08-10,CUST0129,354.35,Shirts
2026-08-10,CUST0002,215.66,Trousers
2026-08-10,CUST0051,268.89,Kids Wear
2026-08-10,CUST0016,203.88,Kurta
2026-08-10,CUST0019,253.92,Ethnic Wear
2026-08-10,CUST0029,211.95,Ethnic Wear
2026-08-10,CUST0093,256.74,Saree
2026-08-10,CUST0012,281.92,Ethnic Wear
2026-08-10,CUST0103,245.34,Saree
2026-08-11,CUST0114,206.86,Kids Wear
2026-08-11,CUST0042,296.14,Kids Wear
2026-08-11,CUST0082,237.73,Ethnic Wear
2026-08-11,CUST0029,238.23,Saree
2026-08-11,CUST0117,253.14,Saree
2026-08-11,CUST0084,247.03,Kurta
2026-08-11,CUST0018,240.6,Shirts
2026-08-11,CUST0005,215.24,Trousers
2026-08-11,CUST0061,242.0,Shirts
2026-08-11,CUST0014,233.61,Saree
2026-08-11,CUST0096,190.53,Saree
2026-08-11,CUST0075,272.4,Kurta
2026-08-11,CUST0142,282.32,Shirts
2026-08-11,CUST0082,251.36,Kids Wear
2026-08-12,CUST0090,222.22,Kids Wear
2026-08-12,CUST0054,236.39,Saree
2026-08-12,CUST0094,231.86,Trousers
2026-08-12,CUST0107,262.35,Kurta
2026-08-12,CUST0053,192.69,Kids Wear
2026-08-12,CUST0036,273.24,Shirts
2026-08-12,CUST0126,278.07,Kurta
2026-08-12,CUST0054,210.26,Saree
2026-08-12,CUST0086,274.83,Kids Wear
2026-08-12,CUST0015,246.79,Shirts
2026-08-12,CUST0114,282.05,Kurta
2026-08-12,CUST0124,294.49,Trousers
2026-08-12,CUST0162,318.98,Shirts
2026-08-12,CUST0152,311.08,Kids Wear
2026-08-12,CUST0050,268.64,Kurta
2026-08-13,CUST0016,202.75,Kids Wear
2026-08-13,CUST0083,255.58,Kurta
2026-08-13,CUST0051,236.83,Trousers
2026-08-13,CUST0106,202.62,Kurta
2026-08-13,CUST0085,226.61,Trousers
2026-08-13,CUST0082,276.73,Saree
2026-08-13,CUST0048,193.63,Kurta
2026-08-13,CUST0028,231.05,Kurta
2026-08-13,CUST0155,345.81,Kurta
2026-08-13,CUST0031,224.33,Ethnic Wear
2026-08-13,CUST0156,317.9,Trousers
2026-08-13,CUST0156,282.43,Saree
2026-08-13,CUST0132,361.14,Ethnic Wear
2026-08-13,CUST0144,332.79,Kids Wear
2026-08-13,CUST0136,268.94,Kids Wear
2026-08-13,CUST0013,209.7,Kids Wear
2026-08-14,CUST0030,229.23,Trousers
2026-08-14,CUST0019,252.41,Ethnic Wear
2026-08-14,CUST0122,287.91,Kids Wear
2026-08-14,CUST0071,167.58,Trousers
2026-08-14,CUST0028,233.64,Ethnic Wear
2026-08-14,CUST0101,228.86,Saree
2026-08-14,CUST0032,197.42,Kids Wear
2026-08-14,CUST0007,228.51,Ethnic Wear
2026-08-14,CUST0009,228.18,Ethnic Wear
2026-08-15,CUST0136,282.0,Kurta
2026-08-15,CUST0133,339.85,Kids Wear
2026-08-15,CUST0143,306.71,Kids Wear
2026-08-15,CUST0162,251.43,Shirts
2026-08-15,CUST0127,318.95,Kurta
2026-08-15,CUST0061,221.33,Kurta
2026-08-15,CUST0015,220.66,Saree
2026-08-15,CUST0095,231.39,Kurta
2026-08-15,CUST0042,234.4,Shirts
2026-08-15,CUST0101,235.35,Trousers
2026-08-15,CUST0002,236.48,Kurta
2026-08-15,CUST0111,299.33,Shirts
2026-08-15,CUST0023,207.34,Shirts
2026-08-15,CUST0070,228.28,Trousers
2026-08-15,CUST0019,263.16,Kids Wear
2026-08-15,CUST0001,281.22,Trousers
2026-08-15,CUST0034,239.95,Shirts
2026-08-15,CUST0145,367.6,Trousers
2026-08-16,CUST0128,351.77,Kurta
2026-08-16,CUST0130,335.95,Kids Wear
2026-08-16,CUST0145,317.86,Trousers
2026-08-16,CUST0055,266.15,Saree
2026-08-16,CUST0101,237.66,Kids Wear
2026-08-16,CUST0154,312.39,Kurta
2026-08-16,CUST0066,234.18,Saree
2026-08-16,CUST0062,262.29,Ethnic Wear
2026-08-16,CUST0058,221.41,Kurta
2026-08-16,CUST0004,168.73,Shirts
2026-08-16,CUST0079,217.18,Shirts
2026-08-16,CUST0063,183.17,Saree
2026-08-16,CUST0059,272.6,Saree
2026-08-16,CUST0085,228.63,Kurta
2026-08-17,CUST0131,358.26,Ethnic Wear
2026-08-17,CUST0128,290.42,Shirts
2026-08-17,CUST0084,221.89,Ethnic Wear
2026-08-17,CUST0015,206.77,Ethnic Wear
2026-08-17,CUST0010,226.43,Ethnic Wear
2026-08-17,CUST0065,266.79,Saree
2026-08-17,CUST0042,225.71,Saree
2026-08-17,CUST0068,258.39,Trousers
2026-08-17,CUST0049,278.81,Kids Wear
2026-08-17,CUST0009,199.81,Shirts
2026-08-17,CUST0080,215.55,Saree
2026-08-17,CUST0071,207.24,Saree
2026-08-17,CUST0013,253.04,Ethnic Wear
2026-08-18,CUST0095,249.83,Kurta
2026-08-18,CUST0056,250.4,Shirts
2026-08-18,CUST0107,207.97,Shirts
2026-08-18,CUST0061,263.98,Shirts
2026-08-18,CUST0086,246.11,Trousers
2026-08-18,CUST0041,252.77,Kurta
2026-08-18,CUST0054,225.63,Saree
2026-08-18,CUST0106,228.99,Kurta
2026-08-18,CUST0030,252.82,Kurta
2026-08-18,CUST0056,204.45,Kurta
2026-08-18,CUST0093,247.23,Ethnic Wear
2026-08-18,CUST0020,225.98,Saree
2026-08-19,CUST0065,199.79,Trousers
2026-08-19,CUST0118,221.93,Saree
2026-08-19,CUST0037,261.23,Saree
2026-08-19,CUST0046,258.1,Ethnic Wear
2026-08-19,CUST0086,203.72,Shirts
2026-08-19,CUST0046,217.39,Shirts
2026-08-19,CUST0072,243.15,Saree
2026-08-19,CUST0072,227.26,Shirts
2026-08-19,CUST0097,230.38,Kurta
2026-08-20,CUST0089,234.06,Trousers
2026-08-20,CUST0119,244.98,Saree
2026-08-20,CUST0072,221.38,Shirts
2026-08-20,CUST0079,232.58,Saree
2026-08-20,CUST0099,240.28,Ethnic Wear
2026-08-20,CUST0015,264.99,Shirts
2026-08-20,CUST0029,182.95,Ethnic Wear
2026-08-20,CUST0024,262.58,Trousers
2026-08-20,CUST0098,278.87,Trousers
2026-08-20,CUST0072,202.99,Kurta
2026-08-20,CUST0014,250.15,Kurta
2026-08-20,CUST0062,196.08,Trousers
2026-08-20,CUST0109,277.41,Saree
2026-08-20,CUST0098,237.86,Trousers
2026-08-21,CUST0022,205.12,Shirts
2026-08-21,CUST0045,238.76,Shirts
2026-08-21,CUST0085,233.58,Kurta
2026-08-21,CUST0019,242.7,Saree
2026-08-21,CUST0112,225.91,Shirts
2026-08-21,CUST0093,230.4,Trousers
2026-08-21,CUST0021,239.27,Kurta
2026-08-21,CUST0073,235.46,Saree
2026-08-21,CUST0068,201.3,Trousers
2026-08-21,CUST0004,192.25,Shirts
2026-08-21,CUST0054,253.58,Kurta
2026-08-22,CUST0009,201.95,Trousers
2026-08-22,CUST0020,243.69,Trousers
2026-08-22,CUST0080,221.51,Shirts
2026-08-22,CUST0011,215.54,Trousers
2026-08-22,CUST0085,239.9,Kurta
2026-08-22,CUST0078,210.54,Kurta
2026-08-22,CUST0035,245.21,Trousers
2026-08-22,CUST0066,192.44,Shirts
2026-08-22,CUST0056,260.73,Shirts
2026-08-23,CUST0063,230.98,Kurta
2026-08-23,CUST0036,215.63,Kids Wear
2026-08-23,CUST0068,241.4,Saree
2026-08-23,CUST0006,259.57,Trousers
2026-08-23,CUST0077,276.64,Shirts
2026-08-23,CUST0027,260.36,Trousers
2026-08-23,CUST0028,188.98,Ethnic Wear
2026-08-23,CUST0098,203.01,Trousers
2026-08-23,CUST0042,219.38,Shirts
2026-08-23,CUST0064,235.65,Saree
2026-08-23,CUST0023,247.94,Shirts
2026-08-23,CUST0069,216.86,Saree
2026-08-23,CUST0065,239.67,Saree
2026-08-23,CUST0086,216.12,Ethnic Wear
2026-08-23,CUST0087,246.81,Saree
2026-08-24,CUST0003,300.81,Kids Wear
2026-08-24,CUST0038,211.27,Shirts
2026-08-24,CUST0055,210.6,Saree
2026-08-24,CUST0091,261.34,Saree
2026-08-24,CUST0059,211.92,Kids Wear
2026-08-24,CUST0006,199.83,Kurta
2026-08-24,CUST0051,219.71,Ethnic Wear
2026-08-24,CUST0111,201.21,Trousers
2026-08-25,CUST0100,215.96,Saree
2026-08-25,CUST0108,216.74,Trousers
2026-08-25,CUST0043,263.73,Ethnic Wear
2026-08-25,CUST0096,232.6,Trousers
2026-08-25,CUST0051,299.0,Ethnic Wear
2026-08-25,CUST0052,238.05,Kurta
2026-08-25,CUST0056,252.51,Ethnic Wear
2026-08-25,CUST0118,213.54,Kurta
2026-08-25,CUST0059,239.62,Ethnic Wear
2026-08-25,CUST0103,247.33,Kids Wear
2026-08-25,CUST0032,220.61,Kurta
2026-08-26,CUST0019,220.94,Trousers
2026-08-26,CUST0023,250.81,Saree
2026-08-26,CUST0105,280.31,Saree
2026-08-26,CUST0019,252.69,Trousers
2026-08-26,CUST0045,219.33,Saree
2026-08-26,CUST0116,279.27,Ethnic Wear
2026-08-26,CUST0068,234.13,Kurta
2026-08-26,CUST0066,217.42,Saree
2026-08-27,CUST0010,255.85,Trousers
2026-08-27,CUST0083,250.52,Saree
2026-08-27,CUST0080,239.44,Trousers
2026-08-27,CUST0081,201.62,Trousers
2026-08-27,CUST0057,244.5,Shirts
2026-08-27,CUST0057,250.26,Saree
2026-08-27,CUST0102,248.99,Trousers
2026-08-27,CUST0008,262.02,Kurta
2026-08-27,CUST0097,216.82,Saree
2026-08-27,CUST0119,233.14,Ethnic Wear
2026-08-27,CUST0081,195.74,Kurta
2026-08-27,CUST0075,228.81,Kurta
2026-08-27,CUST0023,250.55,Kids Wear
2026-08-27,CUST0098,259.31,Saree
2026-08-28,CUST0104,261.33,Saree
2026-08-28,CUST0061,252.04,Kurta
2026-08-28,CUST0025,234.01,Trousers
2026-08-28,CUST0006,207.97,Kurta
2026-08-28,CUST0102,203.08,Saree
2026-08-28,CUST0060,241.79,Saree
2026-08-28,CUST0077,240.19,Kurta
2026-08-28,CUST0110,245.74,Shirts
2026-08-28,CUST0083,193.48,Ethnic Wear
2026-08-28,CUST0107,233.25,Trousers
2026-08-28,CUST0005,246.48,Shirts
2026-08-29,CUST0057,223.44,Kurta
2026-08-29,CUST0079,224.14,Trousers
2026-08-29,CUST0032,237.4,Saree
2026-08-29,CUST0083,222.1,Trousers
2026-08-29,CUST0048,227.27,Kids Wear
2026-08-29,CUST0116,235.74,Ethnic Wear
2026-08-29,CUST0058,235.71,Shirts
2026-08-29,CUST0002,216.14,Saree
2026-08-29,CUST0092,258.46,Shirts
2026-08-30,CUST0087,223.03,Saree
2026-08-30,CUST0053,240.55,Ethnic Wear
2026-08-30,CUST0102,266.39,Saree
2026-08-30,CUST0117,239.91,Saree
2026-08-30,CUST0013,230.33,Saree
2026-08-30,CUST0050,224.01,Trousers
2026-08-30,CUST0093,271.17,Ethnic Wear
2026-08-30,CUST0020,260.8,Trousers
2026-08-30,CUST0075,197.86,Saree
2026-08-30,CUST0118,241.68,Trousers
2026-08-30,CUST0043,212.63,Shirts
2026-08-31,CUST0099,227.96,Kurta
2026-08-31,CUST0028,224.5,Trousers
2026-08-31,CUST0047,221.93,Trousers
2026-08-31,CUST0066,274.49,Kurta
2026-08-31,CUST0083,271.33,Saree
2026-08-31,CUST0095,225.93,Kids Wear
2026-08-31,CUST0117,223.86,Kurta
2026-08-31,CUST0043,270.23,Ethnic Wear
2026-08-31,CUST0049,222.07,Saree
2026-08-31,CUST0011,261.64,Trousers
2026-08-31,CUST0017,237.06,Saree
2026-08-31,CUST0090,257.24,Saree
2026-08-31,CUST0086,292.47,Saree
2026-09-01,CUST0038,212.03,Ethnic Wear
2026-09-01,CUST0034,230.81,Trousers
2026-09-01,CUST0018,201.39,Trousers
2026-09-01,CUST0070,215.81,Ethnic Wear
2026-09-01,CUST0077,210.04,Kurta
2026-09-01,CUST0099,273.76,Saree
2026-09-01,CUST0085,240.86,Trousers
2026-09-01,CUST0114,234.13,Kurta
2026-09-01,CUST0021,259.61,Trousers
2026-09-01,CUST0013,209.9,Kurta
2026-09-02,CUST0057,221.11,Kurta
2026-09-02,CUST0107,221.73,Trousers
2026-09-02,CUST0101,219.06,Kurta
2026-09-02,CUST0087,219.42,Kids Wear
2026-09-02,CUST0030,242.23,Kurta
2026-09-02,CUST0040,296.38,Kids Wear
2026-09-02,CUST0079,239.16,Trousers
2026-09-02,CUST0031,244.56,Kids Wear
2026-09-02,CUST0096,247.31,Ethnic Wear
2026-09-02,CUST0057,251.87,Shirts
2026-09-02,CUST0116,233.76,Trousers
2026-09-02,CUST0099,229.65,Saree
2026-09-02,CUST0047,206.93,Saree
2026-09-03,CUST0007,251.83,Ethnic Wear
2026-09-03,CUST0027,214.89,Shirts
2026-09-03,CUST0035,242.06,Kids Wear
2026-09-03,CUST0031,244.92,Saree
2026-09-03,CUST0041,278.82,Ethnic Wear
2026-09-03,CUST0017,228.72,Kurta
2026-09-03,CUST0062,202.49,Kids Wear
2026-09-03,CUST0098,275.56,Saree
2026-09-03,CUST0039,266.81,Saree
2026-09-03,CUST0088,242.49,Trousers
2026-09-03,CUST0031,214.42,Ethnic Wear
2026-09-03,CUST0012,258.29,Saree
2026-09-04,CUST0040,285.35,Shirts
2026-09-04,CUST0032,255.61,Shirts
2026-09-04,CUST0013,236.54,Saree
2026-09-04,CUST0032,233.35,Shirts
2026-09-04,CUST0021,179.36,Saree
2026-09-04,CUST0072,230.3,Shirts
2026-09-04,CUST0105,279.05,Shirts
2026-09-04,CUST0120,259.45,Kurta
2026-09-04,CUST0064,236.13,Kurta
2026-09-04,CUST0065,261.02,Kurta
2026-09-04,CUST0111,235.67,Shirts
2026-09-04,CUST0045,227.41,Ethnic Wear
2026-09-04,CUST0021,233.47,Ethnic Wear
2026-09-05,CUST0021,252.72,Saree
2026-09-05,CUST0060,230.03,Kids Wear
2026-09-05,CUST0044,211.39,Kurta
2026-09-05,CUST0078,260.5,Shirts
2026-09-05,CUST0058,232.1,Kurta
2026-09-05,CUST0052,206.15,Trousers
2026-09-05,CUST0111,244.21,Saree
2026-09-05,CUST0039,223.85,Kurta
2026-09-05,CUST0111,236.34,Kurta
2026-09-05,CUST0092,246.82,Ethnic Wear
2026-09-05,CUST0094,211.62,Trousers
2026-09-05,CUST0041,216.21,Trousers
2026-09-06,CUST0059,250.06,Ethnic Wear
2026-09-06,CUST0054,197.32,Shirts
2026-09-06,CUST0003,241.3,Trousers
2026-09-06,CUST0116,257.24,Ethnic Wear
2026-09-06,CUST0074,216.48,Trousers
2026-09-06,CUST0019,235.85,Shirts
2026-09-06,CUST0089,248.15,Saree
2026-09-06,CUST0083,205.75,Kurta
2026-09-06,CUST0014,230.85,Kurta
2026-09-06,CUST0062,264.88,Trousers
2026-09-06,CUST0104,245.2,Shirts
2026-09-06,CUST0098,267.3,Saree
2026-09-06,CUST0111,257.21,Kids Wear
2026-09-07,CUST0104,247.16,Saree
2026-09-07,CUST0060,247.2,Kurta
2026-09-07,CUST0051,259.39,Shirts
2026-09-07,CUST0064,241.63,Saree
2026-09-07,CUST0059,236.77,Kurta
2026-09-07,CUST0008,229.87,Ethnic Wear
2026-09-07,CUST0025,224.81,Saree
2026-09-07,CUST0113,244.58,Saree
2026-09-07,CUST0048,254.29,Kurta
2026-09-07,CUST0016,257.89,Kids Wear
2026-09-07,CUST0041,244.21,Ethnic Wear
2026-09-08,CUST0070,254.95,Kurta
2026-09-08,CUST0050,251.93,Shirts
2026-09-08,CUST0041,238.82,Trousers
2026-09-08,CUST0064,240.29,Kids Wear
2026-09-08,CUST0066,254.68,Kids Wear
2026-09-08,CUST0093,249.54,Kurta
2026-09-08,CUST0042,234.49,Kurta
2026-09-08,CUST0038,238.32,Ethnic Wear
2026-09-09,CUST0054,260.26,Trousers
2026-09-09,CUST0079,238.85,Kurta
2026-09-09,CUST0032,224.77,Ethnic Wear
2026-09-09,CUST0066,230.31,Trousers
2026-09-09,CUST0057,180.31,Shirts
2026-09-09,CUST0010,260.74,Trousers
2026-09-09,CUST0038,250.33,Shirts
2026-09-09,CUST0052,226.28,Trousers
2026-09-09,CUST0019,227.93,Shirts
2026-09-09,CUST0060,245.88,Kurta
2026-09-11,CUST0032,178.61,Shirts
2026-09-11,CUST0119,222.43,Saree
2026-09-11,CUST0120,212.32,Trousers
2026-09-11,CUST0018,228.07,Kurta
2026-09-11,CUST0090,219.63,Kurta
2026-09-11,CUST0011,216.21,Ethnic Wear
2026-09-11,CUST0028,238.78,Shirts
2026-09-11,CUST0054,227.15,Trousers
2026-09-11,CUST0038,246.77,Shirts
2026-09-12,CUST0013,172.38,Shirts
2026-09-12,CUST0088,242.29,Trousers
2026-09-12,CUST0086,193.55,Kurta
2026-09-12,CUST0030,235.04,Trousers
2026-09-12,CUST0120,221.4,Kurta
2026-09-12,CUST0023,219.57,Kids Wear
2026-09-12,CUST0029,204.98,Shirts
2026-09-12,CUST0053,216.24,Shirts
2026-09-12,CUST0068,235.54,Shirts
2026-09-12,CUST0084,246.41,Trousers
2026-09-12,CUST0071,231.03,Saree
2026-09-12,CUST0106,228.12,Shirts
2026-09-12,CUST0007,211.52,Saree
2026-09-13,CUST0113,186.89,Shirts
2026-09-13,CUST0084,203.8,Shirts
2026-09-13,CUST0113,215.6,Shirts
2026-09-13,CUST0097,233.9,Trousers
2026-09-13,CUST0042,199.55,Trousers
2026-09-13,CUST0012,219.26,Shirts
2026-09-13,CUST0021,219.24,Trousers
2026-09-13,CUST0037,234.3,Shirts
2026-09-13,CUST0013,261.28,Shirts
2026-09-13,CUST0119,223.15,Kurta
2026-09-13,CUST0018,217.65,Shirts
2026-09-13,CUST0120,242.13,Kurta
2026-09-14,CUST0061,235.77,Saree
2026-09-14,CUST0037,222.82,Saree
2026-09-14,CUST0033,225.53,Ethnic Wear
2026-09-14,CUST0062,234.72,Shirts
2026-09-14,CUST0118,209.64,Shirts
2026-09-14,CUST0117,219.62,Trousers
2026-09-14,CUST0005,241.92,Shirts
2026-09-14,CUST0093,217.01,Shirts
2026-09-14,CUST0095,225.3,Shirts
2026-09-14,CUST0084,193.36,Shirts
2026-09-14,CUST0083,199.68,Kurta
2026-09-14,CUST0026,242.42,Shirts
2026-09-14,CUST0117,227.27,Shirts
2026-09-14,CUST0031,199.52,Shirts
2026-09-14,CUST0095,246.07,Shirts
2026-09-14,CUST0035,214.25,Saree
2026-09-14,CUST0099,227.52,Saree
2026-09-14,CUST0014,197.64,Kurta
2026-09-14,CUST0062,197.5,Shirts
2026-09-15,CUST0007,205.87,Shirts
2026-09-15,CUST0082,257.91,Shirts
2026-09-15,CUST0057,224.96,Shirts
2026-09-15,CUST0116,246.92,Kurta
2026-09-15,CUST0035,212.01,Saree
2026-09-15,CUST0061,199.57,Ethnic Wear
2026-09-15,CUST0008,213.32,Saree
2026-09-15,CUST0053,258.61,Shirts
2026-09-16,CUST0096,212.97,Ethnic Wear
2026-09-16,CUST0092,203.79,Ethnic Wear
2026-09-16,CUST0001,232.73,Saree
2026-09-16,CUST0043,192.36,Shirts
2026-09-16,CUST0084,220.61,Saree
2026-09-16,CUST0109,227.31,Saree
2026-09-16,CUST0079,191.45,Kids Wear
2026-09-16,CUST0069,229.99,Shirts
2026-09-16,CUST0092,187.75,Trousers
2026-09-16,CUST0072,214.67,Shirts
2026-09-16,CUST0026,195.27,Saree
2026-09-16,CUST0076,202.12,Shirts
2026-09-17,CUST0069,188.69,Kids Wear
2026-09-17,CUST0030,223.12,Ethnic Wear
2026-09-17,CUST0074,206.54,Trousers
2026-09-17,CUST0099,199.94,Saree
2026-09-17,CUST0045,223.29,Shirts
2026-09-17,CUST0037,189.1,Trousers
2026-09-17,CUST0006,196.73,Kids Wear
2026-09-17,WALK-IN,240.48,Shirts
2026-09-17,WALK-IN,349.26,Other
2026-09-17,WALK-IN,220.31,Trousers
2026-09-17,WALK-IN,425.57,Kurta
2026-09-17,WALK-IN,353.81,Kurta
2026-09-17,WALK-IN,383.57,Trousers
